ID_Pedido,ID_Cliente,Fecha_Pedido,Fecha_Envio,ID_Detalle,ID_Producto,Nombre_Producto,Categoria,Subcategoria,Marca,Cantidad,Ventas,Ganancia,Precio_Lista,Costo_Unitario,Mes,Año,Dias_Envio,Venta_Promedio_Unidad,Costo_Total_Estimado
ORD-2023-00015,C0281,2024-03-31,2024-04-01,39,P0081,Papelería Smart 1,Oficina,Papelería,Altura,7,5168.9,1520.29,820.46,507.81,2024-03,2024,1,738.4142857142857,3554.67
ORD-2023-00015,C0281,2024-03-31,2024-04-01,40,P0070,Libreros Eco 10,Muebles,Libreros,Andes,4,3066.76,1181.68,766.69,471.27,2024-03,2024,1,766.69,1885.08
ORD-2023-00015,C0281,2024-03-31,2024-04-01,41,P0053,Mesas Eco 3,Muebles,Mesas,Alerce,5,1853.55,660.0,370.71,238.71,2024-03,2024,1,370.71,1193.55
ORD-2023-00015,C0281,2024-03-31,2024-04-01,42,P0067,Libreros Pro 7,Muebles,Libreros,Nova,3,440.56,120.1,172.77,109.03,2024-03,2024,1,146.85333333333332,327.09000000000003
ORD-2023-00016,C0252,2025-02-12,2025-02-15,43,P0071,Almacenamiento Flex 1,Muebles,Almacenamiento,Patagonia,6,5064.56,1009.03,888.52,677.49,2025-02,2025,3,844.0933333333334,4064.94
ORD-2023-00017,C0203,2023-09-13,2023-09-14,44,P0011,Teléfonos Plus 1,Tecnología,Teléfonos,Lumen,7,3669.0,1136.31,551.73,361.63,2023-09,2023,1,524.1428571428571,2531.41
ORD-2023-00017,C0203,2023-09-13,2023-09-14,45,P0037,Periféricos Nova 7,Tecnología,Periféricos,Orion,5,1155.92,404.23,288.98,157.55,2023-09,2023,1,231.18400000000003,787.75
ORD-2023-00017,C0203,2023-09-13,2023-09-14,46,P0024,Computadores Nova 4,Tecnología,Computadores,Vector,3,2179.85,1008.98,807.35,402.87,2023-09,2023,1,726.6166666666667,1208.6100000000001
ORD-2023-00018,C0232,2023-10-06,2023-10-11,47,P0069,Libreros Smart 9,Muebles,Libreros,Patagonia,1,667.86,197.81,667.86,470.05,2023-10,2023,5,667.86,470.05
ORD-2023-00019,C0138,2023-05-09,2023-05-14,48,P0028,Computadores Pro 8,Tecnología,Computadores,Lumen,6,2218.22,815.1,462.13,240.82,2023-05,2023,5,369.7033333333333,1444.92
ORD-2023-00019,C0138,2023-05-09,2023-05-14,49,P0048,Sillas Plus 8,Muebles,Sillas,Orion,8,5003.44,1125.28,625.43,484.77,2023-05,2023,5,625.43,3878.16
ORD-2023-00019,C0138,2023-05-09,2023-05-14,50,P0008,Accesorios Plus 8,Tecnología,Accesorios,Andes,5,1586.4,278.45,396.6,275.19,2023-05,2023,5,317.28000000000003,1375.95
ORD-2023-00019,C0138,2023-05-09,2023-05-14,51,P0024,Computadores Nova 4,Tecnología,Computadores,Vector,4,2906.46,1254.0,807.35,402.87,2023-05,2023,5,726.615,1611.48
ORD-2023-00020,C0063,2025-02-25,2025-03-02,52,P0095,Archivadores Plus 5,Oficina,Archivadores,Altura,2,1001.77,433.71,527.25,284.32,2025-02,2025,5,500.885,568.64
ORD-2023-00020,C0063,2025-02-25,2025-03-02,53,P0120,Sobres Plus 10,Oficina,Sobres,Altura,6,4237.62,1615.14,706.27,437.08,2025-02,2025,5,706.27,2622.48
ORD-2023-00020,C0063,2025-02-25,2025-03-02,54,P0096,Archivadores Pro 6,Oficina,Archivadores,Patagonia,2,1271.68,479.7,706.49,396.52,2025-02,2025,5,635.84,793.04
ORD-2023-00020,C0063,2025-02-25,2025-03-02,55,P0026,Computadores Plus 6,Tecnología,Computadores,Lumen,6,2864.04,595.14,477.34,378.15,2025-02,2025,5,477.34,2268.8999999999996
ORD-2023-00021,C0058,2023-08-30,2023-09-04,56,P0051,Mesas Smart 1,Muebles,Mesas,Orion,4,379.52,145.04,94.88,58.62,2023-08,2023,5,94.88,234.48
ORD-2023-00022,C0080,2024-01-16,2024-01-22,57,P0008,Accesorios Plus 8,Tecnología,Accesorios,Andes,6,2379.6,728.46,396.6,275.19,2024-01,2024,6,396.59999999999997,1651.1399999999999
ORD-2023-00023,C0065,2024-05-14,2024-05-15,58,P0003,Accesorios Plus 3,Tecnología,Accesorios,Altura,7,5166.15,288.62,868.26,685.1,2024-05,2024,1,738.0214285714285,4795.7
ORD-2023-00023,C0065,2024-05-14,2024-05-15,59,P0116,Sobres Flex 6,Oficina,Sobres,Patagonia,1,541.93,37.69,774.19,485.05,2024-05,2024,1,541.93,485.05
ORD-2023-00024,C0278,2024-12-14,2024-12-17,60,P0036,Periféricos Nova 6,Tecnología,Periféricos,Patagonia,3,2631.6,1369.17,877.2,420.81,2024-12,2024,3,877.1999999999999,1262.43
ORD-2023-00024,C0278,2024-12-14,2024-12-17,61,P0038,Periféricos Nova 8,Tecnología,Periféricos,Andes,5,1737.91,491.89,408.92,250.33,2024-12,2024,3,347.582,1251.65
ORD-2023-00024,C0278,2024-12-14,2024-12-17,62,P0094,Archivadores Pro 4,Oficina,Archivadores,Alerce,3,540.12,160.02,180.04,126.7,2024-12,2024,3,180.04,380.1
ORD-2023-00024,C0278,2024-12-14,2024-12-17,63,P0100,Archivadores Smart 10,Oficina,Archivadores,Andes,4,178.91,22.88,52.62,38.31,2024-12,2024,3,44.7275,153.24
ORD-2023-00025,C0098,2024-06-20,2024-06-25,64,P0083,Papelería Pro 3,Oficina,Papelería,Altura,6,317.34,103.08,52.89,35.71,2024-06,2024,5,52.88999999999999,214.26
ORD-2023-00025,C0098,2024-06-20,2024-06-25,65,P0006,Accesorios Nova 6,Tecnología,Accesorios,Andes,3,2607.84,1041.42,869.28,522.14,2024-06,2024,5,869.2800000000001,1566.42
ORD-2023-00025,C0098,2024-06-20,2024-06-25,66,P0014,Teléfonos Pro 4,Tecnología,Teléfonos,Alerce,8,593.33,310.58,78.07,35.97,2024-06,2024,5,74.16625,287.76
ORD-2023-00025,C0098,2024-06-20,2024-06-25,67,P0085,Papelería Smart 5,Oficina,Papelería,Alerce,8,5356.87,1136.31,744.01,540.99,2024-06,2024,5,669.60875,4327.92
ORD-2023-00026,C0037,2023-01-14,2023-01-15,68,P0047,Sillas Plus 7,Muebles,Sillas,Andes,7,4152.09,420.46,697.83,520.77,2023-01,2023,1,593.1557142857143,3645.39
ORD-2023-00027,C0137,2024-06-25,2024-06-25,69,P0013,Teléfonos Nova 3,Tecnología,Teléfonos,Lumen,4,914.75,248.12,285.86,173.76,2024-06,2024,0,228.6875,695.04
ORD-2023-00028,C0292,2024-10-02,2024-10-03,70,P0087,Papelería Flex 7,Oficina,Papelería,Andes,8,4738.37,352.41,740.37,525.57,2024-10,2024,1,592.29625,4204.56
ORD-2023-00028,C0292,2024-10-02,2024-10-03,71,P0102,Etiquetas Pro 2,Oficina,Etiquetas,Vector,3,1028.86,209.52,428.69,272.95,2024-10,2024,1,342.9533333333333,818.8499999999999
ORD-2023-00028,C0292,2024-10-02,2024-10-03,72,P0069,Libreros Smart 9,Muebles,Libreros,Patagonia,8,4541.45,652.02,667.86,470.05,2024-10,2024,1,567.68125,3760.4
ORD-2023-00029,C0191,2024-02-27,2024-03-04,73,P0073,Almacenamiento Eco 3,Muebles,Almacenamiento,Orion,4,559.23,64.21,174.76,120.04,2024-02,2024,6,139.8075,480.16
ORD-2023-00029,C0191,2024-02-27,2024-03-04,74,P0047,Sillas Plus 7,Muebles,Sillas,Andes,8,3907.85,-566.36,697.83,520.77,2024-02,2024,6,488.48125,4166.16
ORD-2023-00030,C0018,2023-10-19,2023-10-23,75,P0029,Computadores Eco 9,Tecnología,Computadores,Patagonia,4,955.81,190.16,281.12,199.48,2023-10,2023,4,238.9525,797.92
ORD-2023-00030,C0018,2023-10-19,2023-10-23,76,P0118,Sobres Nova 8,Oficina,Sobres,Alerce,3,696.15,196.29,232.05,166.62,2023-10,2023,4,232.04999999999998,499.86
ORD-2023-00030,C0018,2023-10-19,2023-10-23,77,P0020,Teléfonos Flex 10,Tecnología,Teléfonos,Lumen,3,1334.85,607.53,494.39,245.07,2023-10,2023,4,444.95,735.21
ORD-2023-00031,C0120,2023-09-20,2023-09-26,78,P0093,Archivadores Flex 3,Oficina,Archivadores,Vector,6,2624.45,1022.8,624.87,291.47,2023-09,2023,6,437.4083333333333,1748.8200000000002
ORD-2023-00032,C0154,2023-02-08,2023-02-13,79,P0045,Sillas Eco 5,Muebles,Sillas,Lumen,7,2995.44,125.08,534.9,391.64,2023-02,2023,5,427.92,2741.48
ORD-2023-00032,C0154,2023-02-08,2023-02-13,80,P0112,Sobres Pro 2,Oficina,Sobres,Orion,4,1814.6,909.76,453.65,226.21,2023-02,2023,5,453.65,904.84
ORD-2023-00032,C0154,2023-02-08,2023-02-13,81,P0007,Accesorios Nova 7,Tecnología,Accesorios,Alerce,5,1565.45,847.55,313.09,143.58,2023-02,2023,5,313.09000000000003,717.9000000000001
ORD-2023-00033,C0168,2024-05-29,2024-06-03,82,P0029,Computadores Eco 9,Tecnología,Computadores,Patagonia,7,1771.06,352.15,281.12,199.48,2024-05,2024,5,253.00857142857143,1396.36
ORD-2023-00034,C0068,2023-12-11,2023-12-11,83,P0052,Mesas Nova 2,Muebles,Mesas,Lumen,7,3459.05,815.15,494.15,377.7,2023-12,2023,0,494.15000000000003,2643.9
ORD-2023-00035,C0287,2023-07-22,2023-07-25,84,P0035,Periféricos Nova 5,Tecnología,Periféricos,Orion,7,4550.02,719.37,764.71,538.76,2023-07,2023,3,650.0028571428572,3771.3199999999997
ORD-2023-00036,C0058,2024-11-18,2024-11-21,85,P0099,Archivadores Eco 9,Oficina,Archivadores,Orion,5,52.85,27.85,10.57,5.0,2024-11,2024,3,10.57,25.0
ORD-2023-00037,C0075,2024-03-27,2024-03-27,86,P0015,Teléfonos Plus 5,Tecnología,Teléfonos,Nova,1,663.57,141.7,698.5,515.6,2024-03,2024,0,663.57,515.6
ORD-2023-00038,C0148,2023-01-15,2023-01-17,87,P0043,Sillas Smart 3,Muebles,Sillas,Altura,4,2677.48,1071.66,704.6,405.63,2023-01,2023,2,669.37,1622.52
ORD-2023-00039,C0281,2024-05-09,2024-05-13,88,P0033,Periféricos Nova 3,Tecnología,Periféricos,Altura,3,2650.05,572.61,883.35,692.48,2024-05,2024,4,883.35,2077.44
ORD-2023-00040,C0028,2024-04-21,2024-04-26,89,P0111,Sobres Flex 1,Oficina,Sobres,Lumen,2,1029.72,430.6,514.86,299.56,2024-04,2024,5,514.86,599.12
ORD-2023-00040,C0028,2024-04-21,2024-04-26,90,P0030,Computadores Flex 10,Tecnología,Computadores,Alerce,7,4866.4,2626.54,695.2,319.98,2024-04,2024,5,695.1999999999999,2239.86
ORD-2023-00040,C0028,2024-04-21,2024-04-26,91,P0077,Almacenamiento Nova 7,Muebles,Almacenamiento,Altura,2,218.98,111.7,109.49,53.64,2024-04,2024,5,109.49,107.28
ORD-2023-00041,C0288,2024-12-30,2024-12-30,92,P0003,Accesorios Plus 3,Tecnología,Accesorios,Altura,6,4428.13,362.73,868.26,685.1,2024-12,2024,0,738.0216666666666,4110.6
ORD-2023-00041,C0288,2024-12-30,2024-12-30,93,P0031,Periféricos Smart 1,Tecnología,Periféricos,Andes,5,1162.9,597.7,232.58,113.04,2024-12,2024,0,232.58,565.2
ORD-2023-00042,C0016,2024-07-22,2024-07-24,94,P0067,Libreros Pro 7,Muebles,Libreros,Nova,4,552.86,131.1,172.77,109.03,2024-07,2024,2,138.215,436.12
ORD-2023-00042,C0016,2024-07-22,2024-07-24,95,P0055,Mesas Plus 5,Muebles,Mesas,Vector,5,2461.22,774.3,579.11,339.15,2024-07,2024,2,492.24399999999997,1695.75
ORD-2023-00042,C0016,2024-07-22,2024-07-24,96,P0027,Computadores Flex 7,Tecnología,Computadores,Alerce,3,113.09,56.12,39.68,18.7,2024-07,2024,2,37.696666666666665,56.099999999999994
ORD-2023-00042,C0016,2024-07-22,2024-07-24,97,P0089,Papelería Plus 9,Oficina,Papelería,Vector,3,842.69,105.49,351.12,231.81,2024-07,2024,2,280.8966666666667,695.4300000000001
ORD-2023-00043,C0290,2023-06-11,2023-06-13,98,P0098,Archivadores Nova 8,Oficina,Archivadores,Lumen,6,1122.77,83.81,233.91,164.53,2023-06,2023,2,187.12833333333333,987.1800000000001
ORD-2023-00044,C0227,2025-02-02,2025-02-08,99,P0014,Teléfonos Pro 4,Tecnología,Teléfonos,Alerce,3,234.21,126.3,78.07,35.97,2025-02,2025,6,78.07000000000001,107.91
ORD-2023-00044,C0227,2025-02-02,2025-02-08,100,P0078,Almacenamiento Eco 8,Muebles,Almacenamiento,Andes,4,1140.84,605.74,300.22,135.39,2025-02,2025,6,285.21,541.56
ORD-2023-00045,C0184,2023-03-23,2023-03-28,101,P0024,Computadores Nova 4,Tecnología,Computadores,Vector,7,3956.01,1153.66,807.35,402.87,2023-03,2023,5,565.1442857142857,2820.09
ORD-2023-00045,C0184,2023-03-23,2023-03-28,102,P0025,Computadores Plus 5,Tecnología,Computadores,Orion,4,3054.84,976.2,763.71,519.66,2023-03,2023,5,763.71,2078.64
ORD-2023-00045,C0184,2023-03-23,2023-03-28,103,P0119,Sobres Plus 9,Oficina,Sobres,Andes,5,2480.96,811.34,620.24,347.69,2023-03,2023,5,496.192,1738.45
ORD-2023-00046,C0105,2023-03-09,2023-03-10,104,P0111,Sobres Flex 1,Oficina,Sobres,Lumen,8,3912.94,1522.42,514.86,299.56,2023-03,2023,1,489.1175,2396.48
ORD-2023-00046,C0105,2023-03-09,2023-03-10,105,P0078,Almacenamiento Eco 8,Muebles,Almacenamiento,Andes,7,1786.31,851.93,300.22,135.39,2023-03,2023,1,255.18714285714285,947.7299999999999
ORD-2023-00046,C0105,2023-03-09,2023-03-10,106,P0067,Libreros Pro 7,Muebles,Libreros,Nova,2,241.88,25.61,172.77,109.03,2023-03,2023,1,120.94,218.06
ORD-2023-00047,C0126,2024-06-15,2024-06-19,107,P0057,Mesas Smart 7,Muebles,Mesas,Patagonia,7,3249.6,932.14,515.81,325.42,2024-06,2024,4,464.2285714285714,2277.94
ORD-2023-00047,C0126,2024-06-15,2024-06-19,108,P0060,Mesas Smart 10,Muebles,Mesas,Vector,3,379.9,107.03,158.29,93.56,2024-06,2024,4,126.63333333333333,280.68
ORD-2023-00047,C0126,2024-06-15,2024-06-19,109,P0089,Papelería Plus 9,Oficina,Papelería,Vector,3,737.35,0.22,351.12,231.81,2024-06,2024,4,245.78333333333333,695.4300000000001
ORD-2023-00048,C0047,2025-01-09,2025-01-13,110,P0023,Computadores Pro 3,Tecnología,Computadores,Patagonia,8,6029.61,2820.33,793.37,395.09,2025-01,2025,4,753.70125,3160.72
ORD-2023-00049,C0129,2023-11-28,2023-12-03,111,P0012,Teléfonos Flex 2,Tecnología,Teléfonos,Vector,2,473.87,124.86,338.48,169.06,2023-11,2023,5,236.935,338.12
ORD-2023-00050,C0269,2024-12-25,2024-12-28,112,P0006,Accesorios Nova 6,Tecnología,Accesorios,Andes,3,2216.66,640.0,869.28,522.14,2024-12,2024,3,738.8866666666667,1566.42
ORD-2023-00050,C0269,2024-12-25,2024-12-28,113,P0021,Computadores Plus 1,Tecnología,Computadores,Andes,3,2383.2,1058.97,794.4,441.41,2024-12,2024,3,794.4,1324.23
ORD-2023-00050,C0269,2024-12-25,2024-12-28,114,P0054,Mesas Eco 4,Muebles,Mesas,Altura,5,371.34,62.89,82.52,60.93,2024-12,2024,3,74.268,304.65
ORD-2023-00050,C0269,2024-12-25,2024-12-28,115,P0037,Periféricos Nova 7,Tecnología,Periféricos,Orion,3,866.94,394.29,288.98,157.55,2024-12,2024,3,288.98,472.65000000000003
ORD-2023-00051,C0002,2024-09-29,2024-10-05,116,P0078,Almacenamiento Eco 8,Muebles,Almacenamiento,Andes,8,2281.67,1212.15,300.22,135.39,2024-09,2024,6,285.20875,1083.12
ORD-2023-00052,C0233,2024-02-24,2024-02-27,117,P0007,Accesorios Nova 7,Tecnología,Accesorios,Alerce,3,939.27,508.53,313.09,143.58,2024-02,2024,3,313.09,430.74
ORD-2023-00052,C0233,2024-02-24,2024-02-27,118,P0005,Accesorios Flex 5,Tecnología,Accesorios,Vector,3,2675.01,1022.58,891.67,550.81,2024-02,2024,3,891.6700000000001,1652.4299999999998
ORD-2023-00053,C0170,2023-03-31,2023-03-31,119,P0059,Mesas Smart 9,Muebles,Mesas,Andes,6,828.48,291.36,138.08,89.52,2023-03,2023,0,138.08,537.12
ORD-2023-00053,C0170,2023-03-31,2023-03-31,120,P0042,Sillas Flex 2,Muebles,Sillas,Vector,6,2672.69,326.83,556.81,376.71,2023-03,2023,0,445.4483333333333,2260.2599999999998
ORD-2023-00054,C0282,2023-03-08,2023-03-10,121,P0068,Libreros Pro 8,Muebles,Libreros,Lumen,4,2426.03,759.83,638.43,415.12,2023-03,2023,2,606.5075,1660.48
ORD-2023-00054,C0282,2023-03-08,2023-03-10,122,P0074,Almacenamiento Smart 4,Muebles,Almacenamiento,Lumen,2,577.51,33.83,412.51,260.75,2023-03,2023,2,288.755,521.5
ORD-2023-00054,C0282,2023-03-08,2023-03-10,123,P0055,Mesas Plus 5,Muebles,Mesas,Vector,6,3127.19,1088.76,579.11,339.15,2023-03,2023,2,521.1983333333334,2034.8999999999999
ORD-2023-00054,C0282,2023-03-08,2023-03-10,124,P0119,Sobres Plus 9,Oficina,Sobres,Andes,3,1302.5,255.03,620.24,347.69,2023-03,2023,2,434.1666666666667,1043.07
ORD-2023-00055,C0253,2025-04-07,2025-04-08,125,P0016,Teléfonos Pro 6,Tecnología,Teléfonos,Orion,1,545.51,151.08,779.3,382.7,2025-04,2025,1,545.51,382.7
ORD-2023-00056,C0107,2025-03-29,2025-04-02,126,P0002,Accesorios Smart 2,Tecnología,Accesorios,Vector,4,36.22,12.93,10.06,5.92,2025-03,2025,4,9.055,23.68
ORD-2023-00056,C0107,2025-03-29,2025-04-02,127,P0040,Periféricos Eco 10,Tecnología,Periféricos,Andes,5,3153.54,941.2,742.01,430.58,2025-03,2025,4,630.708,2152.9
ORD-2023-00057,C0171,2023-12-16,2023-12-19,128,P0025,Computadores Plus 5,Tecnología,Computadores,Orion,6,3894.92,660.86,763.71,519.66,2023-12,2023,3,649.1533333333333,3117.96
ORD-2023-00057,C0171,2023-12-16,2023-12-19,129,P0118,Sobres Nova 8,Oficina,Sobres,Alerce,8,1856.4,523.44,232.05,166.62,2023-12,2023,3,232.05,1332.96
ORD-2023-00058,C0080,2024-10-04,2024-10-07,130,P0119,Sobres Plus 9,Oficina,Sobres,Andes,1,558.22,208.91,620.24,347.69,2024-10,2024,3,558.22,347.69
ORD-2023-00058,C0080,2024-10-04,2024-10-07,131,P0072,Almacenamiento Nova 2,Muebles,Almacenamiento,Patagonia,1,654.53,225.36,688.98,428.1,2024-10,2024,3,654.53,428.1
ORD-2023-00058,C0080,2024-10-04,2024-10-07,132,P0103,Etiquetas Nova 3,Oficina,Etiquetas,Alerce,6,3231.6,1169.82,538.6,343.63,2024-10,2024,3,538.6,2061.7799999999997
ORD-2023-00058,C0080,2024-10-04,2024-10-07,133,P0108,Etiquetas Flex 8,Oficina,Etiquetas,Patagonia,1,417.31,10.52,490.95,392.54,2024-10,2024,3,417.31,392.54
ORD-2023-00059,C0293,2024-09-12,2024-09-15,134,P0091,Archivadores Flex 1,Oficina,Archivadores,Alerce,1,463.76,113.34,515.29,352.2,2024-09,2024,3,463.76,352.2
ORD-2023-00059,C0293,2024-09-12,2024-09-15,135,P0113,Sobres Smart 3,Oficina,Sobres,Patagonia,4,2070.63,573.02,609.01,376.16,2024-09,2024,3,517.6575,1504.64
ORD-2023-00059,C0293,2024-09-12,2024-09-15,136,P0028,Computadores Pro 8,Tecnología,Computadores,Lumen,5,2310.65,1106.55,462.13,240.82,2024-09,2024,3,462.13,1204.1
ORD-2023-00060,C0104,2023-04-05,2023-04-08,137,P0119,Sobres Plus 9,Oficina,Sobres,Andes,8,4465.73,1629.52,620.24,347.69,2023-04,2023,3,558.21625,2781.52
